Date,BHG,PRX,ANH,BTI,GLN,NPN,AGL,FSR,AMS,GFI,SBK,VOD,S32,ANG,MTN,CPI,IMP,KIO,SOL,MNP,ABG,BID,SHP,SLM,SSW,NED,DSY,BVT,RNI,APN,INP,REM,NRP,NPH,CLS,WHL,EXX,HAR,OUT
2024-01-30,57725.0,56781.0,117781.0,56178.0,10075.0,318559.0,45200.0,6693.0,80625.0,27691.0,19890.0,9455.0,4125.0,33999.0,9652.0,200000.0,7269.0,56836.0,16452.0,34032.0,16291.0,44447.0,27200.0,7130.0,2275.0,21828.0,13869.0,24767.0,46296.0,19404.0,12400.0,15348.0,12523.0,12722.0,29917.0,6903.0,18500.0,12115.0,4201.0
2024-01-31,58026.0,56079.0,116881.0,55775.0,10080.0,313724.0,45212.0,6792.0,79699.0,27779.0,19974.0,9336.0,4168.0,33803.0,9554.0,199800.0,7327.0,55301.0,16421.0,33684.0,16380.0,45413.0,27149.0,7143.0,2288.0,21750.0,13853.0,24683.0,46924.0,19408.0,12388.0,15770.0,12608.0,12613.0,30094.0,6937.0,18727.0,11740.0,4185.0
2024-02-01,57275.0,56477.0,115596.0,55256.0,10069.0,317729.0,44309.0,6626.0,81293.0,28681.0,19829.0,9530.0,4029.0,34293.0,9579.0,199932.0,7013.0,56850.0,16288.0,33040.0,16243.0,47413.0,27271.0,7213.0,2284.0,21542.0,13888.0,24312.0,46453.0,19400.0,12140.0,15703.0,12542.0,12756.0,29965.0,6961.0,18777.0,12100.0,4210.0
2024-02-02,57430.0,57600.0,117315.0,56512.0,9993.0,326400.0,43720.0,6643.0,79749.0,27668.0,20133.0,9376.0,4084.0,34502.0,9480.0,198764.0,7023.0,56968.0,15948.0,32516.0,16284.0,47072.0,26809.0,7125.0,2258.0,21668.0,13671.0,24049.0,45462.0,19150.0,12089.0,15600.0,12634.0,12396.0,30000.0,6863.0,18313.0,12140.0,4173.0
2024-02-05,56650.0,57294.0,117902.0,56666.0,9779.0,325676.0,43060.0,6622.0,78663.0,27090.0,20036.0,9397.0,3982.0,33917.0,9323.0,200604.0,6748.0,55586.0,15554.0,32650.0,16284.0,47515.0,26967.0,7166.0,2183.0,21595.0,13600.0,23882.0,46235.0,19509.0,12020.0,15600.0,12689.0,12029.0,30543.0,6877.0,18138.0,11872.0,4138.0
2024-02-06,56812.0,59281.0,116995.0,56153.0,9782.0,337829.0,43591.0,6645.0,78250.0,27155.0,20063.0,9550.0,3918.0,33923.0,9498.0,203961.0,6915.0,55478.0,15755.0,32581.0,16421.0,47251.0,26849.0,7182.0,2220.0,21841.0,13701.0,23588.0,46111.0,19662.0,12080.0,15525.0,12642.0,12037.0,30219.0,6893.0,18222.0,11667.0,4160.0
2024-02-07,56875.0,60399.0,122384.0,55741.0,9600.0,342333.0,42252.0,6514.0,77117.0,27246.0,19696.0,9540.0,4002.0,34082.0,9372.0,204751.0,6905.0,55034.0,15479.0,33015.0,16441.0,46336.0,26890.0,7300.0,2127.0,21835.0,13780.0,23162.0,46102.0,19452.0,11952.0,15324.0,12675.0,11840.0,30073.0,6904.0,18088.0,11708.0,4158.0
2024-02-08,56775.0,60000.0,123896.0,59257.0,9499.0,337693.0,41640.0,6479.0,71827.0,26265.0,19721.0,9407.0,3924.0,33499.0,9316.0,203800.0,6752.0,54613.0,15250.0,32207.0,16381.0,45535.0,26327.0,7230.0,2046.0,21658.0,13723.0,22628.0,46300.0,19397.0,11952.0,15493.0,12721.0,11252.0,30536.0,6730.0,17827.0,11367.0,4096.0
2024-02-09,56745.0,60419.0,122991.0,58224.0,9245.0,342778.0,40813.0,6467.0,68636.0,25908.0,19909.0,9276.0,3869.0,33550.0,9231.0,202312.0,6231.0,54333.0,14655.0,32120.0,16313.0,44761.0,26345.0,7175.0,1973.0,21931.0,13566.0,23249.0,47188.0,19040.0,11938.0,15376.0,12605.0,10710.0,30268.0,6656.0,17859.0,11338.0,4104.0
2024-02-12,57294.0,60672.0,121503.0,58327.0,9456.0,343295.0,42157.0,6440.0,69014.0,25917.0,20033.0,9325.0,3895.0,32850.0,9400.0,202000.0,6381.0,55729.0,14770.0,32550.0,16447.0,44885.0,25972.0,7161.0,2022.0,21957.0,13474.0,23372.0,46972.0,19017.0,12002.0,15369.0,12713.0,10752.0,29971.0,6666.0,18113.0,11264.0,4101.0
2024-02-13,56704.0,60100.0,121729.0,57843.0,9411.0,337019.0,41709.0,6398.0,70396.0,25192.0,19908.0,9260.0,3795.0,32500.0,9252.0,200000.0,6415.0,56084.0,14724.0,32396.0,16130.0,44636.0,25749.0,7197.0,1964.0,21773.0,13481.0,23132.0,47700.0,19098.0,11800.0,15190.0,12635.0,10870.0,29533.0,6640.0,17926.0,10747.0,4058.0
2024-02-14,56800.0,59202.0,118350.0,57501.0,9311.0,330008.0,41322.0,6455.0,70318.0,24743.0,20279.0,9339.0,3813.0,31700.0,9290.0,200499.0,6444.0,55177.0,15142.0,32625.0,16284.0,44350.0,26044.0,7252.0,2048.0,21988.0,13496.0,23215.0,47900.0,19546.0,12025.0,15273.0,12714.0,10878.0,29356.0,6714.0,17905.0,10556.0,4067.0
2024-02-15,56046.0,59061.0,118920.0,57800.0,9274.0,329608.0,42028.0,6325.0,72477.0,25926.0,20324.0,9308.0,3641.0,32852.0,9228.0,199756.0,6797.0,54696.0,15167.0,32941.0,16326.0,43800.0,25817.0,7246.0,2168.0,22310.0,13396.0,22986.0,47600.0,19535.0,12128.0,15010.0,12660.0,11200.0,29004.0,6719.0,17839.0,10818.0,4120.0
2024-02-16,56959.0,59100.0,117941.0,57475.0,9510.0,330537.0,43030.0,6420.0,72776.0,25453.0,20801.0,9300.0,3575.0,32544.0,9100.0,202546.0,6807.0,55785.0,15165.0,32700.0,16625.0,44334.0,26084.0,7252.0,2141.0,22800.0,13465.0,23196.0,47559.0,19919.0,12341.0,15060.0,12533.0,11146.0,29301.0,6805.0,18299.0,10703.0,4035.0
2024-02-19,56614.0,58600.0,118785.0,56796.0,9420.0,328623.0,42592.0,6451.0,73000.0,26187.0,20790.0,9300.0,3625.0,33433.0,9043.0,204000.0,6588.0,55989.0,14775.0,32769.0,16699.0,44324.0,26378.0,7308.0,2085.0,22960.0,13558.0,23400.0,48000.0,19895.0,12364.0,15050.0,12481.0,10675.0,29287.0,6787.0,18200.0,10754.0,4121.0
2024-02-20,55274.0,57100.0,118892.0,56859.0,9338.0,321358.0,41699.0,6476.0,72103.0,26317.0,20500.0,9251.0,3540.0,34224.0,8604.0,204634.0,6564.0,54893.0,14365.0,33055.0,16639.0,43815.0,26787.0,7249.0,2108.0,22781.0,13540.0,23396.0,48400.0,19725.0,12249.0,14925.0,12481.0,10800.0,30100.0,6821.0,17979.0,10781.0,4144.0
2024-02-21,54845.0,57779.0,119032.0,56450.0,9252.0,327306.0,41660.0,6493.0,67566.0,25347.0,20680.0,9177.0,3513.0,32914.0,8553.0,208047.0,6328.0,52500.0,14025.0,32918.0,16933.0,44235.0,27027.0,7295.0,1994.0,22700.0,13630.0,23794.0,48653.0,19403.0,12351.0,14920.0,12709.0,11041.0,30571.0,6907.0,17892.0,10655.0,4110.0
2024-02-22,55835.0,59120.0,121102.0,57500.0,9193.0,333915.0,42907.0,6687.0,71997.0,24152.0,20760.0,9232.0,3588.0,33460.0,8769.0,209800.0,6700.0,54218.0,14605.0,34167.0,16941.0,45059.0,27164.0,7362.0,2037.0,22667.0,13694.0,24314.0,49743.0,19629.0,12580.0,14870.0,13027.0,11200.0,30601.0,6924.0,18139.0,11009.0,4117.0
2024-02-23,57000.0,59367.0,122443.0,58293.0,9222.0,334751.0,44200.0,6590.0,73843.0,24300.0,20623.0,9193.0,3681.0,34684.0,8534.0,205689.0,6580.0,55140.0,14600.0,34867.0,16646.0,46000.0,26228.0,7360.0,2005.0,22400.0,13676.0,23833.0,49781.0,19501.0,12594.0,14877.0,13283.0,10974.0,30110.0,6803.0,18155.0,10810.0,4231.0
2024-02-26,55183.0,58767.0,122366.0,58400.0,9064.0,332620.0,42619.0,6500.0,73532.0,23800.0,20503.0,9448.0,3650.0,36000.0,8780.0,201841.0,6693.0,53883.0,14305.0,34739.0,16577.0,45525.0,26283.0,7290.0,2035.0,22023.0,13663.0,23688.0,50074.0,19433.0,12414.0,14733.0,13307.0,11056.0,30255.0,6784.0,17870.0,10900.0,4164.0
2024-02-27,55400.0,57730.0,120146.0,57248.0,8976.0,325120.0,42885.0,6511.0,73692.0,24132.0,20491.0,9323.0,3556.0,35843.0,8950.0,201086.0,6691.0,54703.0,14889.0,33681.0,16603.0,45000.0,25866.0,7175.0,2007.0,21836.0,13600.0,23140.0,48783.0,19310.0,12070.0,14640.0,13307.0,11085.0,29846.0,6700.0,18260.0,10872.0,4150.0
2024-02-28,54799.0,56547.0,119098.0,57149.0,9053.0,316725.0,41592.0,6416.0,72849.0,23852.0,20384.0,9383.0,3522.0,35247.0,8420.0,199961.0,6481.0,53881.0,14341.0,34081.0,16414.0,45007.0,25700.0,7180.0,1950.0,21671.0,13369.0,23097.0,48487.0,19332.0,11893.0,14480.0,13307.0,10837.0,29700.0,6342.0,17887.0,10848.0,4151.0
2024-02-29,55442.0,56350.0,117534.0,57439.0,9156.0,315514.0,42019.0,6478.0,73691.0,25180.0,20182.0,9402.0,3653.0,36101.0,8350.0,201777.0,6478.0,53695.0,14473.0,34154.0,16356.0,44870.0,25822.0,7355.0,1987.0,21919.0,13590.0,23366.0,48404.0,19599.0,11970.0,14546.0,13685.0,10968.0,30009.0,6417.0,17772.0,11253.0,4164.0
2024-03-01,55436.0,55751.0,115254.0,56600.0,9146.0,312128.0,41688.0,6554.0,73140.0,25185.0,20760.0,9422.0,3742.0,36027.0,8406.0,205050.0,6451.0,53454.0,14638.0,33930.0,16559.0,44460.0,25915.0,7433.0,1966.0,22020.0,13500.0,23472.0,48585.0,19672.0,11981.0,14900.0,13462.0,10455.0,29844.0,6329.0,18093.0,11211.0,4174.0
2024-03-04,55322.0,54615.0,114383.0,55474.0,9170.0,304497.0,41180.0,6435.0,70605.0,26692.0,20507.0,9589.0,3704.0,38932.0,8665.0,204900.0,5949.0,52545.0,14600.0,33278.0,16339.0,44712.0,25907.0,7282.0,1932.0,21651.0,13515.0,25314.0,48589.0,20378.0,12021.0,15133.0,13379.0,9721.0,29719.0,6369.0,18016.0,12045.0,4144.0
2024-03-05,54930.0,53205.0,114354.0,55250.0,9346.0,294652.0,40763.0,6367.0,68830.0,28507.0,20010.0,9360.0,3661.0,41111.0,8263.0,201644.0,5736.0,52640.0,14254.0,33150.0,16341.0,44877.0,25876.0,7275.0,1822.0,22374.0,13368.0,25200.0,48752.0,19861.0,12028.0,14934.0,13528.0,9553.0,29893.0,6260.0,18034.0,13067.0,4216.0
2024-03-06,54420.0,54102.0,115320.0,55550.0,9393.0,300029.0,42577.0,6603.0,70900.0,28564.0,20177.0,9837.0,3658.0,40920.0,8618.0,206869.0,6121.0,53676.0,14650.0,33498.0,16660.0,45983.0,27000.0,7423.0,1953.0,22450.0,13616.0,26208.0,48997.0,19942.0,12148.0,15175.0,13663.0,9890.0,31144.0,6374.0,18268.0,13092.0,4151.0
2024-03-07,54950.0,54169.0,114882.0,55150.0,9546.0,297264.0,44339.0,6400.0,73147.0,28815.0,20022.0,9559.0,3700.0,41956.0,8592.0,203500.0,6554.0,53919.0,14765.0,33050.0,16405.0,45642.0,26655.0,7200.0,2048.0,22360.0,13413.0,25862.0,47625.0,20000.0,12120.0,15031.0,13385.0,10240.0,31000.0,6351.0,18297.0,13369.0,4141.0
2024-03-08,54121.0,54070.0,116045.0,54838.0,9710.0,297089.0,44774.0,6424.0,75536.0,28750.0,19733.0,9303.0,3681.0,41621.0,8341.0,210222.0,6939.0,52693.0,14700.0,32499.0,16679.0,45711.0,26666.0,7372.0,2129.0,22697.0,13479.0,25599.0,46957.0,20372.0,12163.0,14995.0,13455.0,10656.0,30520.0,6374.0,18200.0,13342.0,4078.0
2024-03-11,52227.0,54137.0,117180.0,54754.0,9402.0,296364.0,43675.0,6377.0,74880.0,29136.0,19885.0,9352.0,3580.0,42734.0,8639.0,213500.0,6898.0,48871.0,13787.0,31942.0,15832.0,45380.0,26884.0,7404.0,2120.0,23447.0,13465.0,25366.0,47844.0,20591.0,11929.0,14873.0,13468.0,10602.0,30607.0,6340.0,17953.0,14403.0,4030.0
2024-03-12,52828.0,56150.0,118246.0,56542.0,9575.0,305983.0,44280.0,6395.0,74185.0,27720.0,19966.0,9302.0,3565.0,40907.0,8400.0,211387.0,6940.0,49301.0,14059.0,31963.0,15396.0,44900.0,26758.0,7332.0,2060.0,23041.0,13575.0,25207.0,48293.0,20722.0,12114.0,13854.0,13470.0,10481.0,30846.0,6296.0,17537.0,14205.0,4081.0
2024-03-13,52490.0,56813.0,119380.0,56992.0,9950.0,308846.0,44986.0,6488.0,79710.0,28461.0,19970.0,9371.0,3579.0,42436.0,8447.0,212144.0,7632.0,45484.0,14178.0,31393.0,15313.0,45499.0,26512.0,7237.0,2166.0,23040.0,13650.0,25503.0,48762.0,21192.0,12002.0,14167.0,13000.0,11529.0,31095.0,6300.0,17398.0,14766.0,4126.0
2024-03-14,52350.0,56267.0,114534.0,56715.0,9957.0,308965.0,43345.0,6500.0,75883.0,27635.0,18611.0,9249.0,3705.0,41787.0,8436.0,211113.0,7480.0,44693.0,13800.0,31208.0,15520.0,45463.0,25888.0,7268.0,2090.0,22650.0,13679.0,25164.0,47945.0,20975.0,11906.0,14153.0,13046.0,11331.0,30569.0,6108.0,16459.0,14545.0,4118.0
2024-03-15,51404.0,56122.0,114047.0,56397.0,10009.0,305763.0,44681.0,6343.0,73916.0,27202.0,18630.0,9388.0,3665.0,42045.0,8629.0,208831.0,7813.0,41070.0,13587.0,31850.0,15307.0,45283.0,25312.0,7090.0,2099.0,22241.0,13336.0,24932.0,46622.0,21050.0,12240.0,14135.0,12931.0,11638.0,30008.0,5976.0,16021.0,14163.0,3871.0
2024-03-18,53266.0,56600.0,113945.0,57800.0,10265.0,309539.0,44000.0,6260.0,69358.0,27074.0,18605.0,9297.0,3850.0,39746.0,8482.0,206033.0,7143.0,43750.0,13367.0,31881.0,15021.0,45107.0,24698.0,7095.0,1982.0,22348.0,12397.0,24430.0,46181.0,21074.0,11972.0,13735.0,13000.0,11000.0,29385.0,6028.0,17360.0,14400.0,4083.0
2024-03-19,53511.0,55790.0,113265.0,56801.0,9982.0,307439.0,43460.0,6237.0,68278.0,26409.0,18550.0,9038.0,3793.0,38550.0,8383.0,205410.0,7008.0,45086.0,13688.0,31847.0,15073.0,44518.0,24782.0,7007.0,1900.0,22400.0,12803.0,24349.0,46089.0,21043.0,11808.0,13098.0,12975.0,10561.0,29418.0,6025.0,17438.0,14063.0,4150.0
2024-03-20,53343.0,55704.0,112300.0,55597.0,9982.0,311591.0,44051.0,6246.0,73390.0,27280.0,18585.0,9231.0,3630.0,38806.0,8413.0,205909.0,7345.0,47129.0,14107.0,32078.0,15042.0,45685.0,25316.0,6970.0,1939.0,22827.0,12721.0,24740.0,44974.0,21453.0,12159.0,12471.0,12850.0,11246.0,29494.0,6150.0,17913.0,14675.0,4171.0
2024-03-22,54510.0,56600.0,113153.0,57054.0,10295.0,309526.0,46493.0,6200.0,79328.0,28733.0,18413.0,9685.0,3601.0,39888.0,9036.0,207857.0,8147.0,46482.0,14414.0,32579.0,14806.0,45520.0,25099.0,6986.0,2169.0,23000.0,12700.0,24602.0,45787.0,21525.0,12452.0,12232.0,13013.0,11677.0,29744.0,6080.0,17512.0,14829.0,4217.0
2024-03-25,54186.0,56919.0,113586.0,56858.0,10155.0,312500.0,46447.0,6170.0,79350.0,28963.0,18431.0,9635.0,3639.0,40979.0,9180.0,208992.0,8050.0,47000.0,14390.0,32539.0,14707.0,46300.0,24983.0,6900.0,2193.0,23000.0,12425.0,24403.0,44913.0,21500.0,12281.0,11947.0,13018.0,11402.0,29510.0,5987.0,17421.0,14997.0,4200.0
2024-03-26,53597.0,58490.0,114585.0,56639.0,10190.0,323558.0,45817.0,6060.0,78615.0,29154.0,18525.0,9713.0,3569.0,41032.0,9217.0,211353.0,7913.0,45841.0,14135.0,33450.0,14647.0,46493.0,24821.0,7048.0,2123.0,22971.0,12517.0,24153.0,45386.0,21875.0,12481.0,11954.0,13271.0,11311.0,29574.0,5949.0,17215.0,15077.0,4180.0
2024-03-27,53855.0,58950.0,115350.0,56693.0,10185.0,330163.0,45441.0,6107.0,75717.0,29387.0,18494.0,9845.0,3618.0,41418.0,9399.0,210600.0,7617.0,45172.0,14030.0,33503.0,14829.0,46422.0,24750.0,7045.0,2055.0,22786.0,12403.0,24350.0,45017.0,21850.0,12634.0,12300.0,13254.0,11024.0,29500.0,5950.0,16724.0,15315.0,4179.0
2024-03-28,54552.0,59799.0,115677.0,57713.0,10460.0,335755.0,46516.0,6173.0,76849.0,30390.0,18524.0,9855.0,3691.0,42269.0,9374.0,209579.0,7831.0,46227.0,14639.0,33392.0,14813.0,46181.0,24744.0,6939.0,2169.0,22867.0,12063.0,24251.0,45823.0,21938.0,12628.0,12211.0,13080.0,11293.0,29611.0,5921.0,16898.0,15801.0,4200.0
2024-04-02,55243.0,59731.0,114250.0,56945.0,10524.0,336170.0,47926.0,6116.0,77000.0,30803.0,18459.0,9672.0,3730.0,42609.0,9234.0,210000.0,8143.0,48655.0,15101.0,32482.0,14568.0,46184.0,25017.0,6819.0,2230.0,22200.0,11866.0,23894.0,45423.0,21950.0,12450.0,12231.0,13027.0,11730.0,29813.0,5850.0,17366.0,16050.0,4135.0
2024-04-03,54833.0,59894.0,113106.0,56010.0,10771.0,335000.0,48245.0,6093.0,75987.0,31065.0,18160.0,9641.0,3717.0,43154.0,9253.0,209978.0,8081.0,46736.0,15103.0,31521.0,14498.0,45189.0,24780.0,6439.0,2220.0,22100.0,11592.0,23900.0,45098.0,21827.0,12400.0,12094.0,13026.0,11576.0,29800.0,5850.0,17231.0,16278.0,4156.0
2024-04-04,54957.0,59918.0,112150.0,55471.0,10928.0,334620.0,49847.0,6253.0,78326.0,32125.0,18150.0,9958.0,3915.0,44199.0,9803.0,217545.0,8893.0,47123.0,15694.0,33294.0,14756.0,45849.0,24900.0,6557.0,2425.0,22824.0,12018.0,24064.0,45478.0,22037.0,12689.0,12042.0,13109.0,12350.0,29775.0,6000.0,17486.0,16630.0,4180.0
2024-04-05,53888.0,59414.0,112050.0,54953.0,10863.0,335706.0,49735.0,6179.0,75327.0,31995.0,18022.0,9732.0,3966.0,44544.0,9706.0,219929.0,8733.0,46092.0,15350.0,32910.0,14635.0,44782.0,24501.0,6495.0,2342.0,22939.0,11878.0,24080.0,44862.0,21997.0,12606.0,12025.0,12949.0,12407.0,29370.0,5891.0,17191.0,16546.0,4160.0
