Date,PRX,ANH,NPN,BTI,GLN,CFR,BHG,AGL,AMS,FSR,VOD,SBK,KIO,IMP,SSW,CPI,MTN,MNP,S32,SOL,GFI,SLM,ANG,ABG,NPH,BID,SHP,DSY,NED,APN,PPH,OMU,BVT,CLS,REM,MCG,MRP,ARI,WHL,EXX
2022-03-09,88380.0,85115.0,181000.0,60849.0,9260.0,18199.0,56650.0,73515.0,219048.0,6494.0,15161.0,15688.0,60049.0,25532.0,6720.0,201718.0,19208.0,27520.0,5323.0,34532.0,23381.0,6076.0,36823.0,16360.0,24854.0,28098.0,23304.0,15301.0,21589.0,18357.0,2012.0,1242.0,21600.0,29843.0,13950.0,12126.0,19853.0,26846.0,5555.0,20430.0
2022-03-10,87580.0,84998.0,179372.0,61694.0,9786.0,18090.0,57235.0,75500.0,218852.0,6749.0,15698.0,15928.0,64088.0,25405.0,6887.0,204000.0,20011.0,28155.0,5463.0,35300.0,25441.0,6292.0,38899.0,16650.0,25182.0,29537.0,23450.0,15700.0,21664.0,17393.0,2025.0,1265.0,21300.0,29965.0,14278.0,12800.0,19993.0,26961.0,5479.0,21093.0
2022-03-11,86384.0,85367.0,179317.0,61524.0,9953.0,17855.0,55278.0,76615.0,211303.0,7018.0,15561.0,16033.0,64024.0,24189.0,6602.0,207220.0,20280.0,27955.0,5500.0,35391.0,24835.0,6591.0,37750.0,17311.0,24268.0,28964.0,23423.0,16033.0,22219.0,17050.0,2088.0,1312.0,21493.0,29245.0,14315.0,12581.0,20249.0,27420.0,5419.0,21427.0
2022-03-14,76518.0,86624.0,155789.0,59498.0,9576.0,17449.0,55820.0,73680.0,205100.0,7193.0,15530.0,16100.0,61032.0,22818.0,6275.0,210984.0,20138.0,29160.0,5334.0,33650.0,23700.0,6605.0,36888.0,17745.0,22736.0,28934.0,23159.0,16135.0,22386.0,17600.0,2167.0,1301.0,21600.0,29446.0,14373.0,12332.0,20437.0,27293.0,5437.0,20733.0
2022-03-15,71820.0,86538.0,149370.0,60913.0,9115.0,16881.0,56260.0,71737.0,205858.0,7101.0,15402.0,16195.0,58057.0,22738.0,6338.0,208931.0,19713.0,28624.0,5121.0,32981.0,23743.0,6455.0,36000.0,17477.0,22683.0,29703.0,22842.0,16216.0,21917.0,17300.0,2155.0,1306.0,21372.0,29500.0,14283.0,12376.0,19945.0,25801.0,5291.0,19549.0
2022-03-16,86954.0,90057.0,180632.0,60783.0,9313.0,18152.0,57180.0,70151.0,205794.0,7373.0,15486.0,17126.0,58593.0,23073.0,6354.0,221581.0,20000.0,29771.0,5225.0,33520.0,23604.0,6819.0,35470.0,18780.0,22638.0,31421.0,22995.0,17429.0,23000.0,19095.0,2286.0,1372.0,21942.0,30622.0,14966.0,12918.0,20879.0,26992.0,5521.0,19834.0
2022-03-17,84852.0,88500.0,176855.0,60760.0,9252.0,18554.0,57960.0,71112.0,215470.0,7171.0,15758.0,17300.0,60800.0,24097.0,6647.0,222534.0,20035.0,30390.0,5262.0,34902.0,23947.0,6819.0,36738.0,18593.0,24491.0,31570.0,23159.0,17566.0,22953.0,19208.0,2303.0,1360.0,21922.0,30987.0,15029.0,12983.0,20996.0,27963.0,5618.0,20650.0
2022-03-18,87366.0,91612.0,184502.0,63000.0,9507.0,19118.0,56700.0,71904.0,210838.0,7176.0,15830.0,17285.0,61349.0,23964.0,6567.0,221177.0,19482.0,30964.0,5491.0,35478.0,23682.0,6768.0,35875.0,18465.0,24726.0,31667.0,23392.0,17604.0,22769.0,19905.0,2245.0,1339.0,22066.0,31441.0,15355.0,12979.0,20555.0,27859.0,5739.0,21274.0
2022-03-22,87908.0,89132.0,186531.0,63197.0,9898.0,19025.0,56281.0,77383.0,207172.0,7377.0,15596.0,17678.0,62041.0,23850.0,6560.0,220139.0,19657.0,30691.0,5668.0,35678.0,22918.0,6815.0,34443.0,18859.0,24982.0,31884.0,23200.0,17488.0,23373.0,19457.0,2250.0,1350.0,22530.0,31166.0,15239.0,12894.0,20973.0,28088.0,5705.0,21122.0
2022-03-23,80118.0,86840.0,168900.0,61468.0,9950.0,18524.0,54103.0,76280.0,211990.0,7374.0,15537.0,17580.0,60771.0,24440.0,6510.0,223000.0,19146.0,29787.0,5633.0,36399.0,23777.0,6900.0,35072.0,18845.0,25317.0,31392.0,23252.0,17558.0,23299.0,19946.0,2234.0,1333.0,22438.0,31125.0,15192.0,12936.0,20797.0,28773.0,5555.0,21154.0
2022-03-24,77981.0,85354.0,162356.0,62489.0,9627.0,17799.0,50660.0,75920.0,209266.0,7346.0,15849.0,17599.0,62939.0,24532.0,6622.0,220800.0,19585.0,29058.0,5625.0,37587.0,24000.0,6933.0,36704.0,18750.0,23647.0,31211.0,22907.0,17597.0,23176.0,19750.0,2180.0,1335.0,22180.0,30262.0,14738.0,12773.0,20473.0,29577.0,5528.0,21833.0
2022-03-25,77682.0,86693.0,159872.0,63321.0,9767.0,18261.0,50859.0,76985.0,200865.0,7400.0,15795.0,17869.0,63390.0,23167.0,6291.0,221803.0,19613.0,29012.0,5693.0,36620.0,22776.0,6921.0,35053.0,18802.0,21650.0,31000.0,22973.0,17393.0,23518.0,19447.0,2229.0,1324.0,22461.0,30240.0,14271.0,12771.0,21019.0,30166.0,5613.0,21683.0
2022-03-28,77596.0,87693.0,160003.0,63525.0,9618.0,18323.0,53676.0,75100.0,194947.0,7660.0,15823.0,18062.0,62683.0,21495.0,5828.0,225487.0,19679.0,29637.0,5694.0,36993.0,22734.0,7017.0,34395.0,19200.0,20796.0,30833.0,23310.0,17820.0,23744.0,19739.0,2218.0,1330.0,22530.0,30263.0,14797.0,12821.0,21067.0,29082.0,5675.0,21732.0
2022-03-29,80760.0,89326.0,170810.0,61823.0,9195.0,19391.0,54000.0,72316.0,194456.0,7775.0,15848.0,18500.0,61912.0,21300.0,5703.0,232384.0,19296.0,30292.0,5447.0,34586.0,22012.0,7204.0,33873.0,19236.0,20620.0,31786.0,23764.0,18148.0,23988.0,20000.0,2273.0,1397.0,22626.0,30845.0,15054.0,12928.0,21538.0,28438.0,5876.0,20558.0
2022-03-30,81065.0,88634.0,170437.0,61389.0,9528.0,19075.0,,75288.0,205786.0,7600.0,15988.0,18300.0,65673.0,22723.0,6045.0,232784.0,19179.0,29500.0,5525.0,36251.0,22606.0,7232.0,34769.0,18860.0,22460.0,31728.0,23631.0,18280.0,23587.0,20000.0,2262.0,1402.0,22450.0,30778.0,15030.0,12886.0,21365.0,28574.0,5717.0,21467.0
2022-03-31,79576.0,88803.0,166412.0,61671.0,9615.0,18912.0,,77045.0,200652.0,7747.0,16000.0,18214.0,65537.0,22503.0,5980.0,234155.0,19000.0,29150.0,5650.0,35500.0,22805.0,7220.0,35050.0,19044.0,21808.0,31802.0,23666.0,18217.0,23307.0,19863.0,2320.0,1377.0,22370.0,30905.0,14982.0,13173.0,21651.0,28615.0,5778.0,22153.0
