Date,BHG,PRX,ANH,BTI,GLN,NPN,AGL,FSR,AMS,GFI,SBK,VOD,S32,ANG,MTN,CPI,IMP,KIO,SOL,MNP,ABG,BID,SHP,SLM,SSW,NED,DSY,MEI,BVT,RNI,APN,INP,REM,NRP,NPH,CLS,WHL,EXX,HAR
2023-04-06,54800.0,139492.0,121486.0,64325.0,10380.0,325132.0,59474.0,6212.0,94536.0,26598.0,17024.0,12613.0,5134.0,48620.0,12932.0,175477.0,15996.0,44688.0,24613.0,29045.0,18405.0,40477.0,22576.0,5617.0,3712.0,22135.0,14497.0,11310.0,25509.0,37500.0,18676.0,9963.0,13668.0,10584.0,15136.0,26008.0,6525.0,19002.0,8286.0
2023-04-11,57495.0,137398.0,121092.0,65071.0,10715.0,316900.0,61407.0,6285.0,99275.0,27358.0,17076.0,12507.0,5265.0,49928.0,13016.0,176471.0,16494.0,46471.0,24950.0,29608.0,18554.0,40149.0,22036.0,5633.0,3876.0,22370.0,14519.0,11343.0,25508.0,37829.0,18655.0,10073.0,13814.0,10710.0,15907.0,26169.0,6536.0,19250.0,8462.0
2023-04-12,57223.0,131778.0,117594.0,65200.0,11056.0,305680.0,61171.0,6455.0,99473.0,27475.0,17299.0,12500.0,5359.0,49892.0,13161.0,180320.0,16550.0,47140.0,24835.0,29756.0,18661.0,39947.0,22253.0,5655.0,3866.0,21574.0,14758.0,11460.0,25584.0,37583.0,18595.0,10116.0,13895.0,10914.0,15630.0,26725.0,6511.0,19181.0,8397.0
2023-04-13,56275.0,134380.0,115800.0,63779.0,11082.0,315925.0,60991.0,6405.0,103055.0,28153.0,17218.0,12566.0,5367.0,50668.0,13102.0,177812.0,17226.0,48604.0,25250.0,29348.0,18503.0,40044.0,22222.0,5640.0,4027.0,21463.0,14703.0,11286.0,25514.0,37358.0,18571.0,9980.0,13879.0,10981.0,16548.0,26543.0,6535.0,19305.0,8686.0
2023-04-14,55675.0,135261.0,117393.0,64103.0,11135.0,321975.0,60582.0,6458.0,100384.0,27093.0,17218.0,12535.0,5387.0,49189.0,13062.0,178000.0,16768.0,48090.0,24426.0,29193.0,18654.0,40415.0,22242.0,5667.0,3848.0,21519.0,14698.0,11245.0,25350.0,37552.0,18600.0,10001.0,14250.0,10866.0,16409.0,26838.0,6592.0,19046.0,8292.0
2023-04-17,56550.0,140944.0,118624.0,64343.0,11044.0,336024.0,61138.0,6355.0,100000.0,27604.0,16916.0,12356.0,5416.0,49407.0,12758.0,174899.0,17223.0,48208.0,24095.0,29588.0,18343.0,40500.0,22035.0,5606.0,3877.0,20986.0,14469.0,11314.0,25158.0,37491.0,18420.0,9840.0,13943.0,10849.0,16440.0,26266.0,6451.0,18803.0,8280.0
2023-04-18,57358.0,141115.0,117180.0,63846.0,11243.0,337400.0,63192.0,6220.0,114590.0,28516.0,16751.0,12253.0,5406.0,49977.0,12755.0,167000.0,18884.0,49377.0,23929.0,29203.0,18176.0,40893.0,22148.0,5615.0,4303.0,20607.0,14322.0,11287.0,25004.0,37516.0,17986.0,9843.0,13763.0,10768.0,18153.0,25818.0,6441.0,19511.0,8490.0
2023-04-19,56706.0,139485.0,119678.0,66220.0,11120.0,334153.0,62048.0,6250.0,110781.0,27685.0,16841.0,12286.0,5452.0,47462.0,12876.0,162858.0,18619.0,48422.0,23825.0,29487.0,17611.0,40525.0,21940.0,5670.0,4197.0,20551.0,14398.0,11249.0,24758.0,39000.0,18098.0,9946.0,13708.0,10617.0,17550.0,25676.0,6457.0,19385.0,8042.0
2023-04-20,55410.0,138957.0,118594.0,65260.0,11223.0,329889.0,60986.0,6277.0,112917.0,28191.0,16886.0,12340.0,5423.0,48157.0,12809.0,163563.0,18500.0,48958.0,24322.0,28701.0,17755.0,40908.0,22113.0,5645.0,4165.0,20700.0,14463.0,11137.0,24938.0,39645.0,18167.0,10030.0,13828.0,10721.0,17999.0,25826.0,6493.0,19809.0,8155.0
2023-04-21,52784.0,137162.0,118250.0,65515.0,11002.0,324823.0,57439.0,6273.0,110134.0,27899.0,16910.0,12311.0,5327.0,47922.0,12662.0,163500.0,17930.0,44903.0,23301.0,28751.0,17585.0,40994.0,21963.0,5568.0,4089.0,20750.0,14273.0,11186.0,24861.0,39150.0,18378.0,9912.0,13782.0,10688.0,17816.0,25933.0,6514.0,19195.0,8048.0
2023-04-24,53334.0,134261.0,120540.0,66400.0,10999.0,318073.0,56775.0,6303.0,110029.0,28400.0,16897.0,12297.0,5022.0,49051.0,12800.0,161229.0,18045.0,44687.0,23137.0,28935.0,17557.0,41108.0,21950.0,5548.0,4057.0,20678.0,14213.0,11254.0,24855.0,39300.0,18392.0,9999.0,13767.0,10658.0,17500.0,26352.0,6470.0,19209.0,8334.0
2023-04-25,52517.0,133700.0,121200.0,67551.0,10660.0,316986.0,55474.0,6339.0,107199.0,28358.0,16919.0,12289.0,4961.0,49187.0,12714.0,158936.0,17462.0,43795.0,22910.0,28707.0,17427.0,41573.0,22255.0,5507.0,3993.0,20795.0,14106.0,11370.0,24791.0,39559.0,18275.0,9903.0,13831.0,10520.0,17300.0,26842.0,6500.0,19213.0,8350.0
2023-04-26,53692.0,136100.0,122314.0,68769.0,11060.0,323370.0,56158.0,6374.0,107003.0,28712.0,17032.0,12331.0,5018.0,49815.0,12706.0,162000.0,17304.0,44519.0,23505.0,28873.0,17598.0,41310.0,22200.0,5588.0,3980.0,21013.0,14190.0,11394.0,24971.0,39988.0,18220.0,10072.0,13973.0,10949.0,17131.0,26607.0,6495.0,19130.0,8524.0
2023-04-28,53520.0,137040.0,119411.0,67083.0,10759.0,326120.0,56070.0,6436.0,108323.0,28405.0,17129.0,12523.0,5100.0,48941.0,12832.0,159287.0,17774.0,44372.0,23717.0,28966.0,17764.0,41630.0,22295.0,5643.0,4037.0,21105.0,14377.0,11464.0,25055.0,40002.0,18280.0,10183.0,14003.0,11054.0,17904.0,26734.0,6505.0,19182.0,8557.0
