Date,BHG,PRX,ANH,BTI,GLN,NPN,AGL,FSR,AMS,GFI,SBK,VOD,S32,ANG,MTN,CPI,IMP,KIO,SOL,MNP,ABG,BID,SHP,SLM,SSW,NED,DSY,MEI,BVT,RNI,APN,INP,REM,NRP,NPH,CLS,WHL,EXX,HAR
2023-03-14,54779.0,128250.0,110119.0,66118.0,10051.0,313148.0,60522.0,6431.0,99913.0,19289.0,16999.0,12273.0,5083.0,35218.0,12467.0,163275.0,17514.0,47127.0,24138.0,29154.0,17696.0,39303.0,21707.0,5686.0,3735.0,21917.0,14007.0,10925.0,25919.0,35611.0,17975.0,10300.0,13259.0,11030.0,14851.0,26063.0,6600.0,18532.0,6467.0
2023-03-15,53376.0,125694.0,108622.0,66436.0,9391.0,305073.0,56228.0,6247.0,96162.0,19745.0,16625.0,12541.0,4913.0,36450.0,12547.0,158276.0,16758.0,43982.0,22610.0,28799.0,17195.0,38469.0,21372.0,5430.0,3737.0,21362.0,13833.0,10990.0,25363.0,35178.0,17501.0,9937.0,12912.0,10300.0,14226.0,25265.0,6430.0,18083.0,6731.0
2023-03-16,52527.0,126029.0,111027.0,66514.0,9327.0,304803.0,55371.0,6193.0,94753.0,19961.0,16830.0,12514.0,4803.0,35271.0,12568.0,159459.0,16425.0,42436.0,22788.0,28714.0,17091.0,38798.0,21579.0,5443.0,3710.0,21426.0,13767.0,11057.0,25634.0,35064.0,17778.0,10150.0,12982.0,10415.0,14143.0,25481.0,6428.0,18327.0,6485.0
2023-03-17,52507.0,124300.0,110427.0,65805.0,9571.0,298506.0,55790.0,6144.0,100432.0,20927.0,16556.0,12485.0,5061.0,37442.0,12607.0,159995.0,17042.0,41769.0,23130.0,28416.0,17172.0,38389.0,21538.0,5389.0,3741.0,21197.0,13713.0,10998.0,25536.0,34813.0,17734.0,9840.0,12947.0,10415.0,14434.0,25386.0,6444.0,18251.0,6757.0
2023-03-20,54218.0,130890.0,111691.0,66600.0,10255.0,310384.0,59212.0,6091.0,103984.0,21840.0,16515.0,12215.0,5117.0,38937.0,12300.0,159174.0,17374.0,43770.0,23100.0,29558.0,17265.0,38537.0,21570.0,5420.0,3798.0,20796.0,13651.0,11228.0,25503.0,34994.0,17734.0,9991.0,12987.0,10585.0,15247.0,25227.0,6430.0,18453.0,7233.0
2023-03-22,53641.0,133199.0,114109.0,65868.0,10115.0,319888.0,58919.0,6220.0,107000.0,22094.0,16779.0,12146.0,5111.0,39140.0,12796.0,155236.0,17344.0,43465.0,23818.0,29367.0,17970.0,38529.0,21611.0,5506.0,3796.0,21291.0,13784.0,11155.0,25788.0,36350.0,17809.0,10195.0,13041.0,10585.0,15425.0,25384.0,6440.0,18539.0,7341.0
2023-03-23,52943.0,139400.0,112532.0,63392.0,10097.0,335000.0,57799.0,6226.0,103358.0,22460.0,16979.0,12100.0,5041.0,39695.0,12755.0,163187.0,17090.0,43044.0,23601.0,29129.0,18073.0,38910.0,21969.0,5587.0,3779.0,21300.0,13853.0,11060.0,25410.0,36611.0,17923.0,10021.0,13324.0,10363.0,15339.0,25477.0,6552.0,18205.0,7235.0
2023-03-24,52660.0,138232.0,112346.0,63839.0,9795.0,333000.0,56615.0,6102.0,99534.0,23123.0,16767.0,12414.0,4974.0,40270.0,12563.0,161581.0,16686.0,42778.0,22862.0,28559.0,17708.0,39028.0,21650.0,5473.0,3693.0,20770.0,13698.0,11099.0,25807.0,36213.0,18045.0,9736.0,12984.0,10386.0,14600.0,25395.0,6478.0,18034.0,7473.0
2023-03-27,53031.0,132536.0,114861.0,64798.0,10107.0,319850.0,57079.0,6180.0,100474.0,23541.0,17098.0,12534.0,4995.0,40452.0,12762.0,165092.0,16781.0,43098.0,23500.0,29000.0,17933.0,39827.0,21991.0,5586.0,3653.0,21322.0,13831.0,11150.0,25883.0,37290.0,18546.0,9821.0,13156.0,10395.0,14500.0,25766.0,6502.0,18013.0,7281.0
2023-03-28,54132.0,136564.0,114653.0,64645.0,10309.0,327126.0,57912.0,6227.0,103016.0,24103.0,17504.0,12431.0,5107.0,41660.0,12782.0,168924.0,17262.0,43995.0,24683.0,29500.0,18317.0,40200.0,22396.0,5651.0,3748.0,21593.0,14080.0,11129.0,26293.0,37357.0,18443.0,9804.0,13243.0,10350.0,15198.0,26128.0,6576.0,18326.0,7410.0
2023-03-29,54795.0,139529.0,117315.0,64125.0,10349.0,333917.0,58419.0,6075.0,100500.0,24020.0,17427.0,12448.0,5229.0,41671.0,12958.0,170861.0,17103.0,44771.0,24700.0,28168.0,18367.0,40111.0,22447.0,5708.0,3784.0,21670.0,14140.0,11079.0,25778.0,37551.0,18497.0,10017.0,13393.0,10258.0,15133.0,25721.0,6490.0,18826.0,7428.0
2023-03-30,56205.0,139979.0,117961.0,63055.0,10330.0,331756.0,59500.0,6079.0,100878.0,24342.0,17368.0,12340.0,5202.0,42969.0,12844.0,170904.0,17041.0,46345.0,24565.0,28470.0,18323.0,39785.0,22218.0,5691.0,3790.0,21848.0,14090.0,10972.0,25383.0,37228.0,18550.0,10131.0,13598.0,10322.0,15098.0,25883.0,6445.0,19114.0,7409.0
2023-03-31,56253.0,138894.0,118901.0,62569.0,10179.0,329296.0,58600.0,6038.0,95400.0,23700.0,17281.0,12204.0,5202.0,43140.0,12747.0,168769.0,16383.0,44969.0,24000.0,28113.0,18178.0,39850.0,22226.0,5637.0,3663.0,21685.0,13945.0,10851.0,25342.0,36506.0,18318.0,9898.0,13443.0,10331.0,14476.0,25713.0,6393.0,18655.0,7318.0
2023-04-03,55773.0,139029.0,118756.0,63557.0,10016.0,328335.0,59282.0,6094.0,95787.0,24012.0,17487.0,12366.0,5216.0,43785.0,12840.0,172671.0,16388.0,44878.0,25362.0,28576.0,18460.0,39993.0,22263.0,5697.0,3656.0,21933.0,14079.0,10967.0,25541.0,37394.0,18204.0,9915.0,13497.0,10349.0,14593.0,25815.0,6499.0,19098.0,7498.0
2023-04-04,54794.0,140447.0,120127.0,63453.0,10344.0,331589.0,59100.0,6190.0,100372.0,25099.0,17145.0,12438.0,5256.0,45444.0,12702.0,177223.0,16941.0,46334.0,25473.0,29015.0,18679.0,40598.0,22500.0,5498.0,3786.0,22446.0,14407.0,11163.0,25817.0,37828.0,18450.0,10202.0,13766.0,10400.0,15101.0,26040.0,6618.0,19470.0,7957.0
2023-04-05,53999.0,136710.0,120364.0,62900.0,10195.0,322173.0,58300.0,6133.0,94530.0,26187.0,16939.0,12380.0,5153.0,47760.0,12756.0,173571.0,16395.0,44661.0,24657.0,28505.0,18340.0,40089.0,22181.0,5516.0,3706.0,22213.0,14445.0,11168.0,25438.0,36883.0,18632.0,9859.0,13545.0,10447.0,14404.0,25754.0,6579.0,19029.0,8133.0
