Date,PRX,ANH,NPN,BTI,GLN,CFR,BHP,AGL,AMS,FSR,VOD,SBK,KIO,IMP,SSW,CPI,MTN,MNP,S32,SOL,GFI,SLM,ANG,ABG,NHM,BID,SHP,DSY,NED,APN,PPH,OMU,BVT,CLS,REM,MCG,MRP,ARI,WHL,EXX
2021-04-08,164003.0,93796.0,350336.0,56501.0,5811.0,14505.0,42864.0,60900.0,216075.0,4972.0,12593.0,12185.0,62200.0,29006.0,6708.0,136268.0,8864.0,37750.0,3233.0,21751.0,14650.0,5582.0,32265.0,12210.0,26718.0,28760.0,15098.0,13550.0,13747.0,14808.0,1596.0,1346.0,17312.0,23756.0,10520.0,12216.0,19772.0,28812.0,4852.0,17711.0
2021-04-09,164167.0,95079.0,348600.0,55934.0,5823.0,14650.0,43246.0,61662.0,216258.0,5029.0,12639.0,12330.0,61287.0,28262.0,6628.0,136682.0,8797.0,38392.0,3226.0,21400.0,14433.0,5660.0,32316.0,12370.0,26771.0,29151.0,15065.0,13561.0,13775.0,14946.0,1600.0,1342.0,17415.0,23801.0,10702.0,12305.0,19587.0,27822.0,4932.0,17420.0
2021-04-12,160600.0,95125.0,341335.0,56004.0,5713.0,14546.0,42508.0,60613.0,210200.0,5029.0,12720.0,12285.0,60978.0,27500.0,6480.0,139043.0,8944.0,37997.0,3185.0,21110.0,13860.0,5627.0,31038.0,12404.0,26211.0,28601.0,15295.0,13643.0,13899.0,14799.0,1600.0,1341.0,17340.0,23901.0,10625.0,12300.0,19411.0,27104.0,4945.0,17601.0
2021-04-13,163880.0,93439.0,350442.0,55732.0,5743.0,14748.0,42663.0,60808.0,214362.0,5067.0,12763.0,12207.0,62104.0,27795.0,6689.0,138500.0,9360.0,37738.0,3177.0,22514.0,13653.0,5639.0,31198.0,12470.0,26905.0,28519.0,15023.0,13525.0,14023.0,14714.0,1592.0,1360.0,17307.0,23841.0,10693.0,12556.0,19479.0,27574.0,5058.0,17872.0
2021-04-14,162704.0,94467.0,354615.0,55047.0,5998.0,15102.0,43715.0,62378.0,208923.0,5111.0,12743.0,11985.0,62711.0,27365.0,7045.0,137256.0,9294.0,37359.0,3197.0,23443.0,13532.0,5656.0,30526.0,12300.0,26700.0,29357.0,14929.0,13630.0,14411.0,14600.0,1593.0,1320.0,17618.0,24001.0,10856.0,12603.0,19366.0,27822.0,5136.0,18351.0
2021-04-15,162670.0,95824.0,354300.0,55182.0,5945.0,14858.0,43819.0,61367.0,201200.0,5230.0,12725.0,12281.0,63897.0,27475.0,7159.0,140000.0,9255.0,37902.0,3252.0,23214.0,13710.0,5653.0,31156.0,12756.0,26836.0,29056.0,15029.0,13531.0,14725.0,14865.0,1576.0,1320.0,17563.0,24552.0,11106.0,12711.0,19554.0,27466.0,5148.0,18004.0
2021-04-16,164703.0,97521.0,355000.0,57122.0,5968.0,15008.0,44186.0,63276.0,208564.0,5246.0,12731.0,12308.0,64421.0,28597.0,7292.0,140122.0,9278.0,39132.0,3200.0,23351.0,14304.0,5699.0,32024.0,12783.0,27585.0,29654.0,14835.0,14062.0,14830.0,14779.0,1566.0,1344.0,17710.0,24691.0,11142.0,12800.0,19748.0,28005.0,5308.0,18030.0
2021-04-19,161317.0,97800.0,347741.0,57834.0,6024.0,14847.0,44038.0,63131.0,204000.0,5268.0,12825.0,12227.0,64637.0,28400.0,7044.0,140491.0,9297.0,39083.0,3211.0,23449.0,13959.0,5640.0,31321.0,12599.0,27260.0,29269.0,14775.0,13955.0,14935.0,14965.0,1523.0,1345.0,17392.0,24500.0,11256.0,12771.0,19471.0,28275.0,5202.0,17769.0
2021-04-20,158388.0,96114.0,341397.0,53400.0,5840.0,14494.0,43357.0,61504.0,203000.0,5140.0,12663.0,11888.0,66933.0,28006.0,6962.0,139983.0,9151.0,38782.0,3092.0,22506.0,14049.0,5534.0,31486.0,12068.0,26650.0,28902.0,14526.0,13758.0,14621.0,14625.0,1504.0,1303.0,16974.0,24500.0,11055.0,12553.0,18935.0,27697.0,5200.0,17839.0
2021-04-21,156564.0,98984.0,338864.0,54665.0,5765.0,14738.0,43304.0,61014.0,208834.0,5072.0,12695.0,11790.0,66156.0,29408.0,7167.0,138805.0,9386.0,39002.0,3137.0,23350.0,14508.0,5532.0,31819.0,12215.0,27598.0,29010.0,14546.0,13526.0,14619.0,14671.0,1491.0,1309.0,17027.0,24193.0,11106.0,12630.0,19102.0,27576.0,5160.0,17659.0
2021-04-22,159152.0,100500.0,339774.0,54270.0,5792.0,14800.0,43103.0,60814.0,205124.0,5050.0,12575.0,11801.0,65879.0,28500.0,6976.0,137551.0,9122.0,38977.0,3153.0,23434.0,14459.0,5500.0,31680.0,12350.0,26650.0,29568.0,14752.0,13367.0,14600.0,14753.0,1563.0,1295.0,17083.0,23790.0,11002.0,12400.0,18819.0,28451.0,5126.0,17537.0
2021-04-23,159726.0,100415.0,342217.0,53885.0,5884.0,14781.0,43689.0,61854.0,207274.0,5050.0,12497.0,11687.0,66544.0,28556.0,6928.0,139906.0,9179.0,39384.0,3211.0,23930.0,14187.0,5496.0,30886.0,12350.0,26902.0,29366.0,14592.0,13075.0,14554.0,14771.0,1545.0,1294.0,16844.0,23977.0,10988.0,12385.0,18633.0,28042.0,5125.0,17404.0
2021-04-26,158111.0,100107.0,336342.0,53510.0,6060.0,14855.0,44554.0,63261.0,205200.0,5059.0,12685.0,11819.0,67996.0,28160.0,6875.0,144733.0,9097.0,39534.0,3191.0,23906.0,14182.0,5516.0,30566.0,12383.0,26341.0,29625.0,14863.0,13165.0,14565.0,16264.0,1552.0,1305.0,17145.0,25402.0,11009.0,12557.0,18878.0,28515.0,5112.0,17675.0
2021-04-28,160500.0,102198.0,337150.0,53288.0,6083.0,14798.0,44274.0,63598.0,206100.0,5156.0,12597.0,11982.0,67309.0,28085.0,6895.0,149039.0,9234.0,39280.0,3218.0,25131.0,13487.0,5577.0,29744.0,12585.0,26367.0,29608.0,14800.0,13155.0,14930.0,16400.0,1632.0,1295.0,17219.0,24916.0,11238.0,12650.0,18850.0,28409.0,5063.0,15705.0
2021-04-29,157588.0,102545.0,332635.0,52319.0,5988.0,14784.0,44068.0,62640.0,202933.0,5322.0,12621.0,12194.0,66956.0,27787.0,6809.0,150900.0,9207.0,39555.0,3200.0,25107.0,13328.0,5622.0,29298.0,12865.0,26225.0,29353.0,14551.0,13177.0,15263.0,16324.0,1620.0,1282.0,17102.0,24525.0,11200.0,12709.0,18840.0,27875.0,4977.0,15643.0
2021-04-30,158298.0,103000.0,331041.0,53710.0,5955.0,15012.0,44046.0,61841.0,198482.0,5104.0,12573.0,11801.0,65833.0,27153.0,6772.0,148640.0,9162.0,39466.0,3200.0,24400.0,13720.0,5602.0,30020.0,12245.0,24999.0,28592.0,14459.0,13200.0,14786.0,16150.0,1617.0,1265.0,16749.0,24220.0,10998.0,12479.0,18186.0,27111.0,4916.0,15250.0
2021-05-03,156949.0,102299.0,331100.0,53890.0,5860.0,14950.0,43748.0,61743.0,197938.0,4990.0,12334.0,11514.0,64000.0,27042.0,6880.0,149585.0,8831.0,38812.0,3150.0,23850.0,14071.0,5535.0,31043.0,11977.0,25460.0,28157.0,14411.0,13218.0,14330.0,15850.0,1658.0,1246.0,16637.0,24209.0,10815.0,12372.0,18066.0,27096.0,4784.0,15049.0
2021-05-04,151167.0,102436.0,324683.0,54400.0,5972.0,14701.0,44167.0,62094.0,192447.0,4955.0,12361.0,11441.0,65261.0,26598.0,6666.0,149600.0,8879.0,39275.0,3210.0,23839.0,14070.0,5533.0,31163.0,11884.0,25007.0,27728.0,14438.0,13356.0,14145.0,15824.0,1655.0,1233.0,16503.0,23913.0,10669.0,12152.0,18388.0,27500.0,4853.0,15202.0
2021-05-05,151012.0,100975.0,324000.0,54322.0,6162.0,14950.0,45787.0,64800.0,195180.0,5123.0,12519.0,11800.0,66234.0,26500.0,6600.0,151701.0,9903.0,39478.0,3311.0,24470.0,13907.0,5660.0,30817.0,12139.0,25242.0,28337.0,14606.0,13775.0,14588.0,16117.0,1661.0,1269.0,16956.0,24515.0,10882.0,12613.0,18841.0,27985.0,4927.0,15682.0
2021-05-06,150600.0,105358.0,328840.0,55189.0,6117.0,14825.0,45430.0,64437.0,186023.0,5244.0,12651.0,12041.0,68349.0,26396.0,6680.0,154204.0,9767.0,38594.0,3289.0,24048.0,14337.0,5791.0,31770.0,12297.0,24200.0,28224.0,14842.0,14135.0,14960.0,16005.0,1692.0,1289.0,17276.0,24583.0,11070.0,12857.0,19291.0,28273.0,5016.0,15955.0
2021-05-07,153801.0,104725.0,333765.0,55936.0,6358.0,14895.0,46071.0,66600.0,193400.0,5325.0,12615.0,12124.0,69032.0,26986.0,6710.0,155396.0,9647.0,38453.0,3340.0,24069.0,14676.0,5890.0,32434.0,12300.0,24638.0,28382.0,14914.0,14442.0,14793.0,16402.0,1700.0,1323.0,17338.0,24708.0,11031.0,12849.0,19373.0,28669.0,5057.0,16320.0
2021-05-10,147730.0,105628.0,323362.0,55746.0,6543.0,14865.0,46910.0,67400.0,186446.0,5369.0,12593.0,12143.0,71076.0,26748.0,6737.0,156238.0,9570.0,38626.0,3407.0,24050.0,15047.0,5887.0,31929.0,12489.0,24826.0,28550.0,14803.0,14339.0,15010.0,16233.0,1700.0,1308.0,17256.0,25053.0,10905.0,12940.0,19450.0,29027.0,5050.0,16436.0
2021-05-11,142856.0,103300.0,317459.0,54648.0,6462.0,14498.0,45760.0,66499.0,185421.0,5386.0,12542.0,12060.0,69646.0,26133.0,6472.0,156300.0,9530.0,37159.0,3313.0,23700.0,14698.0,5881.0,31292.0,12416.0,24130.0,27884.0,14758.0,14256.0,14849.0,16289.0,1804.0,1298.0,17315.0,25441.0,10750.0,12809.0,19569.0,28398.0,4988.0,16028.0
2021-05-12,146662.0,104768.0,312388.0,55900.0,6666.0,14452.0,46580.0,67770.0,182770.0,5385.0,12509.0,12050.0,71738.0,25899.0,6465.0,156297.0,9803.0,37744.0,3274.0,23951.0,15169.0,5920.0,32437.0,12382.0,24151.0,27672.0,14673.0,14393.0,14742.0,16241.0,1795.0,1296.0,17269.0,25963.0,10600.0,12060.0,19130.0,29041.0,5000.0,16252.0
2021-05-13,143342.0,106067.0,302055.0,55766.0,6499.0,14370.0,44955.0,64961.0,178413.0,5284.0,12407.0,11995.0,68633.0,25558.0,6280.0,155663.0,9605.0,37867.0,3173.0,23694.0,15037.0,5846.0,32090.0,12250.0,23514.0,27761.0,14574.0,14109.0,14588.0,16230.0,1805.0,1270.0,17393.0,25700.0,10528.0,12200.0,18919.0,27532.0,4924.0,15840.0
2021-05-14,143557.0,106560.0,301638.0,56358.0,6448.0,14720.0,44278.0,64693.0,177000.0,5328.0,12589.0,12206.0,68589.0,25772.0,6395.0,158000.0,9605.0,38476.0,3201.0,23700.0,15634.0,5884.0,33200.0,12470.0,23671.0,28189.0,14581.0,14410.0,14500.0,16447.0,1806.0,1277.0,17500.0,25723.0,10849.0,12463.0,19651.0,27868.0,5089.0,16177.0
2021-05-17,145400.0,106047.0,306650.0,56147.0,6483.0,14769.0,44800.0,65740.0,180266.0,5229.0,12696.0,12115.0,68846.0,26242.0,6617.0,160212.0,9652.0,38600.0,3277.0,23450.0,16484.0,5839.0,34988.0,12443.0,24006.0,28300.0,14878.0,14279.0,14574.0,16513.0,1815.0,1274.0,17436.0,25720.0,10846.0,12200.0,19801.0,27900.0,5197.0,16197.0
2021-05-18,143876.0,104586.0,301426.0,55816.0,6475.0,14829.0,44586.0,65861.0,182583.0,5238.0,12468.0,12236.0,68307.0,26100.0,6700.0,160961.0,9555.0,38858.0,3275.0,23178.0,16820.0,5814.0,35701.0,12630.0,24249.0,29392.0,15368.0,14424.0,14680.0,16705.0,1818.0,1282.0,18006.0,25670.0,11350.0,12319.0,19949.0,27936.0,5385.0,16082.0
2021-05-19,142183.0,104119.0,298375.0,54996.0,6187.0,14514.0,42379.0,62087.0,175693.0,5192.0,12730.0,12081.0,65130.0,23832.0,6437.0,163057.0,9611.0,37732.0,3136.0,22390.0,17125.0,5732.0,37110.0,12556.0,23258.0,28621.0,15394.0,14543.0,14412.0,16345.0,1841.0,1265.0,18519.0,25323.0,11467.0,12653.0,20246.0,26798.0,5342.0,15548.0
2021-05-20,144819.0,104700.0,304152.0,54800.0,6135.0,14716.0,42058.0,62127.0,178148.0,5285.0,12709.0,12123.0,64911.0,24063.0,6485.0,162981.0,9474.0,37865.0,3200.0,22064.0,17299.0,5725.0,36244.0,12677.0,23155.0,28884.0,15385.0,14701.0,14601.0,16369.0,1807.0,1274.0,18202.0,25276.0,11534.0,12375.0,19875.0,26971.0,5268.0,15562.0
2021-05-21,141475.0,105650.0,301640.0,55233.0,6123.0,15417.0,42009.0,62005.0,173442.0,5366.0,12585.0,12225.0,64385.0,24138.0,6359.0,163764.0,9500.0,37900.0,3083.0,22014.0,16918.0,5753.0,35325.0,12923.0,23270.0,28571.0,15514.0,14950.0,14609.0,16176.0,1830.0,1303.0,18311.0,25148.0,11754.0,12545.0,19738.0,26810.0,5222.0,15405.0
2021-05-24,142059.0,105867.0,300750.0,55303.0,6112.0,15781.0,41402.0,61942.0,169800.0,5336.0,12713.0,12209.0,63281.0,23334.0,6287.0,164522.0,9604.0,37848.0,3030.0,22300.0,16844.0,5664.0,35150.0,12878.0,22100.0,28318.0,15227.0,14845.0,14399.0,16151.0,1825.0,1292.0,18368.0,25120.0,11583.0,13039.0,19691.0,26068.0,5195.0,15225.0
2021-05-25,144674.0,105171.0,305235.0,54400.0,5993.0,15862.0,40554.0,60650.0,171956.0,5491.0,12957.0,12521.0,63021.0,23425.0,6136.0,165191.0,9422.0,37717.0,3072.0,22107.0,16911.0,5700.0,35089.0,13352.0,21898.0,28548.0,15430.0,14916.0,14667.0,16230.0,1793.0,1365.0,18555.0,25272.0,11781.0,13234.0,19317.0,26199.0,5137.0,15180.0
2021-05-26,142851.0,105200.0,302920.0,54229.0,5933.0,16200.0,40427.0,59624.0,170499.0,5470.0,12990.0,12702.0,60052.0,23152.0,6024.0,167552.0,9758.0,37538.0,3042.0,22312.0,16943.0,5720.0,33700.0,13659.0,21731.0,28563.0,15418.0,15068.0,14665.0,16600.0,1779.0,1355.0,18614.0,25635.0,12002.0,13466.0,19734.0,25161.0,5172.0,15000.0
2021-05-27,140172.0,104929.0,298000.0,53791.0,6249.0,16308.0,41858.0,61770.0,172500.0,5583.0,13132.0,12922.0,62402.0,24149.0,6247.0,164025.0,9797.0,37558.0,3030.0,22500.0,16961.0,5740.0,33332.0,14056.0,22557.0,28517.0,15551.0,14650.0,15131.0,16310.0,1939.0,1372.0,19083.0,25474.0,12000.0,13822.0,22047.0,26404.0,5264.0,15030.0
2021-05-28,143191.0,104575.0,303577.0,53050.0,6298.0,16771.0,41624.0,61242.0,173748.0,5647.0,13210.0,13314.0,61455.0,23800.0,6269.0,165577.0,10138.0,37423.0,3172.0,22458.0,16687.0,5900.0,33000.0,14282.0,22159.0,29151.0,15271.0,14311.0,16024.0,16405.0,2013.0,1430.0,19449.0,25944.0,12100.0,13671.0,23180.0,26203.0,5565.0,15200.0
2021-05-31,143019.0,103500.0,304994.0,52689.0,6453.0,16680.0,42065.0,62080.0,181869.0,5606.0,13084.0,13568.0,63998.0,25050.0,6511.0,166681.0,9944.0,37047.0,3064.0,22392.0,17358.0,5950.0,34031.0,14316.0,23308.0,29043.0,15461.0,14059.0,16300.0,16100.0,2005.0,1430.0,19424.0,25750.0,11963.0,13783.0,23330.0,26594.0,5575.0,15385.0
