Date,PRX,ANH,NPN,BTI,GLN,CFR,BHP,AGL,AMS,FSR,VOD,SBK,KIO,IMP,SSW,CPI,MTN,MNP,S32,SOL,GFI,SLM,ANG,ABG,NHM,BID,SHP,DSY,NED,APN,PPH,OMU,BVT,CLS,REM,MCG,MRP,ARI,WHL,EXX
2021-03-10,176379.0,95704.0,356000.0,55022.0,6007.0,14647.0,45382.0,60575.0,217136.0,5584.0,12589.0,14315.0,60137.0,29138.0,7207.0,137976.0,7437.0,38200.0,3233.0,22946.0,14042.0,6235.0,33679.0,13206.0,25447.0,31725.0,14025.0,14400.0,14401.0,14978.0,1552.0,1375.0,18282.0,24620.0,10936.0,12987.0,17855.0,28113.0,5070.0,17813.0
2021-03-11,180760.0,93236.0,363250.0,54767.0,6001.0,14484.0,45473.0,61448.0,206988.0,5565.0,12546.0,14200.0,61263.0,28457.0,7100.0,138614.0,8347.0,38317.0,3210.0,22715.0,14364.0,6284.0,34234.0,13300.0,25836.0,31644.0,13923.0,14173.0,14239.0,15100.0,1601.0,1336.0,18090.0,24568.0,10782.0,12750.0,17672.0,28120.0,5060.0,18058.0
2021-03-12,169810.0,92889.0,344993.0,55250.0,6045.0,14752.0,45358.0,62920.0,201500.0,5538.0,12542.0,13935.0,61467.0,27600.0,6777.0,138000.0,8688.0,38347.0,3273.0,23015.0,13863.0,6405.0,33649.0,13467.0,25400.0,31397.0,14348.0,14793.0,14538.0,14995.0,1564.0,1330.0,17840.0,24316.0,10836.0,12714.0,18342.0,28500.0,5204.0,18297.0
2021-03-15,166655.0,93451.0,339993.0,55725.0,5910.0,14598.0,44201.0,61726.0,204000.0,5485.0,13366.0,13427.0,59510.0,27675.0,6727.0,135284.0,8887.0,38061.0,3250.0,22777.0,14012.0,6332.0,34044.0,13300.0,24439.0,30750.0,14524.0,14454.0,14236.0,14753.0,1594.0,1353.0,17916.0,24081.0,10770.0,13000.0,19089.0,27785.0,5199.0,17820.0
2021-03-16,167683.0,92021.0,342000.0,55245.0,5865.0,14350.0,43500.0,61022.0,207286.0,5385.0,13603.0,13041.0,59140.0,27890.0,7034.0,134495.0,9121.0,37726.0,3167.0,22514.0,14254.0,6250.0,33828.0,12864.0,24871.0,29830.0,15164.0,14122.0,13802.0,14808.0,1591.0,1327.0,17445.0,24208.0,10600.0,12841.0,18910.0,27531.0,5016.0,17672.0
2021-03-17,164064.0,93991.0,338352.0,56638.0,5850.0,14420.0,43100.0,58769.0,208178.0,5298.0,13359.0,12945.0,58390.0,26496.0,6682.0,132722.0,8938.0,37568.0,3106.0,22555.0,14074.0,6113.0,32606.0,12698.0,24674.0,29657.0,15758.0,13591.0,13510.0,14740.0,1598.0,1299.0,17365.0,24200.0,10602.0,13000.0,18652.0,27700.0,5026.0,17737.0
2021-03-18,163083.0,93667.0,339614.0,56791.0,5885.0,14600.0,43139.0,59355.0,212707.0,5264.0,13416.0,12809.0,60521.0,26695.0,7100.0,133538.0,8718.0,37998.0,3125.0,22531.0,14158.0,6058.0,32316.0,12695.0,25467.0,29058.0,15758.0,13483.0,13129.0,14937.0,1590.0,1286.0,17265.0,24195.0,10498.0,12857.0,18500.0,28696.0,4957.0,18390.0
2021-03-19,163500.0,93500.0,345356.0,57044.0,5808.0,14129.0,42126.0,57571.0,211542.0,5188.0,13210.0,12614.0,57600.0,26120.0,6756.0,133842.0,8764.0,37636.0,3100.0,21665.0,14438.0,6051.0,32400.0,12229.0,24476.0,28851.0,15731.0,13667.0,12740.0,14700.0,1635.0,1244.0,16775.0,23888.0,10450.0,12588.0,18757.0,26708.0,4880.0,17514.0
2021-03-23,166533.0,93421.0,349780.0,58687.0,5560.0,14539.0,41569.0,55493.0,207632.0,5038.0,12846.0,12209.0,55765.0,25562.0,6475.0,134663.0,8550.0,37495.0,3080.0,20861.0,13875.0,5886.0,30876.0,12100.0,23625.0,28330.0,15624.0,13560.0,12548.0,14114.0,1600.0,1193.0,16284.0,23984.0,10286.0,12825.0,18206.0,26406.0,4805.0,16928.0
2021-03-24,164577.0,92475.0,347143.0,56975.0,5636.0,14384.0,41887.0,56781.0,210979.0,5025.0,12860.0,12273.0,56622.0,25903.0,6576.0,135783.0,8508.0,38030.0,3113.0,21215.0,13461.0,5884.0,29773.0,12221.0,23461.0,28032.0,15306.0,13451.0,12673.0,13960.0,1569.0,1198.0,15954.0,23507.0,10179.0,12523.0,18487.0,25863.0,4788.0,17006.0
2021-03-25,162652.0,92592.0,344389.0,57070.0,5487.0,14175.0,41183.0,55507.0,213320.0,5016.0,12833.0,12211.0,57723.0,26564.0,6538.0,134247.0,8510.0,37900.0,3066.0,20751.0,13600.0,5779.0,29500.0,12009.0,24055.0,27931.0,15329.0,13415.0,12836.0,13625.0,1558.0,1183.0,15976.0,23983.0,10003.0,12912.0,18480.0,26462.0,4750.0,17059.0
2021-03-26,166914.0,93900.0,352700.0,57800.0,5851.0,14422.0,43322.0,59043.0,224087.0,5085.0,13053.0,12578.0,60694.0,27533.0,6740.0,138762.0,8702.0,39371.0,3200.0,21865.0,13699.0,5960.0,30366.0,12288.0,25512.0,28686.0,16173.0,13700.0,13249.0,13876.0,1592.0,1257.0,16135.0,24617.0,10146.0,12915.0,19425.0,28199.0,4900.0,17509.0
2021-03-29,165474.0,96095.0,354649.0,57973.0,5854.0,14427.0,43000.0,58041.0,217751.0,5297.0,13113.0,12790.0,60550.0,26980.0,6576.0,142070.0,8830.0,39267.0,3245.0,21724.0,14081.0,6019.0,32054.0,12845.0,25575.0,29374.0,15912.0,13750.0,13934.0,14167.0,1651.0,1261.0,16873.0,24697.0,10651.0,13130.0,19811.0,27372.0,4985.0,17550.0
2021-03-30,166095.0,96310.0,354050.0,56917.0,5859.0,14682.0,43025.0,58410.0,214179.0,5250.0,13048.0,12896.0,61186.0,26898.0,6499.0,144500.0,8817.0,39243.0,3194.0,21719.0,13780.0,6047.0,32123.0,13194.0,25503.0,29000.0,16200.0,13680.0,14309.0,14426.0,1673.0,1282.0,17182.0,24567.0,10732.0,13214.0,19425.0,27434.0,5000.0,17700.0
2021-03-31,164300.0,93221.0,353171.0,56159.0,5808.0,14243.0,42753.0,58075.0,215215.0,5162.0,12626.0,12543.0,60850.0,27373.0,6500.0,141984.0,8685.0,37931.0,3186.0,21170.0,13751.0,5953.0,32184.0,12609.0,25738.0,28601.0,15712.0,13258.0,14000.0,14436.0,1618.0,1263.0,17039.0,24040.0,10400.0,12895.0,19361.0,27811.0,4945.0,17386.0
2021-04-01,172952.0,92270.0,371900.0,54984.0,5763.0,14278.0,41874.0,58343.0,215254.0,5110.0,12550.0,12422.0,61200.0,27722.0,6588.0,139000.0,8548.0,38318.0,3193.0,22243.0,14773.0,5853.0,33382.0,12417.0,25883.0,28604.0,15619.0,13262.0,14123.0,15213.0,1596.0,1243.0,17170.0,23602.0,10400.0,12702.0,19798.0,27577.0,4920.0,17547.0
2021-04-06,169200.0,93225.0,366953.0,55826.0,5912.0,14730.0,42883.0,59990.0,221001.0,5119.0,12706.0,12458.0,60000.0,28425.0,6915.0,137733.0,8880.0,38604.0,3150.0,21982.0,14980.0,5969.0,33506.0,12564.0,26845.0,29198.0,15750.0,13610.0,14041.0,14933.0,1594.0,1306.0,17498.0,24246.0,10499.0,12996.0,20232.0,27724.0,4927.0,17667.0
2021-04-07,162232.0,92500.0,348500.0,55403.0,5865.0,14635.0,43373.0,59861.0,217610.0,5064.0,12635.0,12403.0,61150.0,28579.0,6722.0,138331.0,8685.0,37887.0,3200.0,21870.0,14532.0,5631.0,31990.0,12501.0,26865.0,29128.0,15278.0,13684.0,14164.0,14971.0,1600.0,1339.0,17608.0,24432.0,10600.0,12481.0,20043.0,27988.0,4974.0,17775.0
