Date,PRX,BTI,ANH,NPN,BHP,CFR,GLN,AGL,AMS,FSR,VOD,ANG,SBK,MNP,GFI,SLM,KIO,S32,CPI,SSW,MTN,IMP,BID,RMH,REM,ABG,SHP,DSY,OMU,RNI,APN,CLS,QLT,SOL,NRP,BVT,NED,NHM,ASR,MEI
2020-03-12,99449.0,55584.0,70848.0,228313.0,20391.0,8972.0,2795.0,27073.0,71886.0,4958.0,10414.0,27340.0,13311.0,27548.0,8928.0,5953.0,22355.0,1653.0,122518.0,,5439.0,9626.0,24661.0,6350.0,14806.0,11962.0,10350.0,9269.0,1435.0,28434.0,9934.0,23000.0,2659.0,3724.0,10473.0,17358.0,14500.0,8600.0,30700.0,6461.0
2020-03-13,98488.0,54201.0,71770.0,222200.0,21329.0,9143.0,2868.0,27732.0,74900.0,4950.0,10197.0,26610.0,13216.0,27792.0,7950.0,5995.0,23544.0,1882.0,120000.0,,5439.0,9927.0,24967.0,6248.0,14682.0,11764.0,10336.0,9735.0,1437.0,27516.0,8700.0,22942.0,2542.0,5078.0,10244.0,17050.0,14576.0,8904.0,31075.0,6318.0
2020-03-16,90755.0,51281.0,65100.0,203059.0,20777.0,8419.0,2625.0,25521.0,66204.0,4472.0,9914.0,24257.0,11900.0,25112.0,7423.0,5445.0,23104.0,1702.0,112197.0,,4769.0,8070.0,23389.0,5561.0,13756.0,11060.0,10308.0,8330.0,1205.0,24000.0,8807.0,21951.0,2238.0,4474.0,9104.0,15625.0,13039.0,7236.0,30700.0,5793.0
2020-03-17,94000.0,52392.0,59620.0,204541.0,22579.0,8831.0,2643.0,26061.0,62950.0,4293.0,11430.0,30361.0,11947.0,26450.0,8737.0,5846.0,26628.0,1856.0,110990.0,,4463.0,7572.0,22794.0,5337.0,13800.0,10732.0,11713.0,8400.0,1170.0,24352.0,9453.0,23946.0,2270.0,3669.0,7872.0,16481.0,12715.0,7060.0,29545.0,5906.0
2020-03-18,89162.0,54808.0,60113.0,192070.0,21416.0,8956.0,2596.0,22955.0,47799.0,3680.0,11100.0,28663.0,10423.0,24608.0,8560.0,5175.0,28985.0,1744.0,80000.0,,3894.0,5760.0,19725.0,4530.0,12975.0,9452.0,11114.0,7253.0,1144.0,24640.0,9007.0,23196.0,2116.0,3400.0,5455.0,16016.0,11161.0,5842.0,28300.0,5908.0
2020-03-19,95955.0,52503.0,61500.0,204929.0,21558.0,8899.0,2484.0,21095.0,44287.0,3390.0,11700.0,25680.0,9900.0,24780.0,6813.0,5116.0,26767.0,1824.0,68250.0,,3930.0,5756.0,18447.0,4291.0,11956.0,7983.0,11300.0,6158.0,1068.0,25000.0,9520.0,24734.0,2133.0,3020.0,6565.0,15062.0,9400.0,5599.0,29628.0,5211.0
2020-03-20,102630.0,53097.0,75000.0,215500.0,22945.0,9539.0,2492.0,23092.0,51551.0,3696.0,11937.0,26370.0,10030.0,26537.0,7674.0,5288.0,28975.0,1895.0,97023.0,,3591.0,6037.0,19900.0,4609.0,12046.0,8446.0,10835.0,6775.0,1074.0,26828.0,10320.0,24399.0,2187.0,2714.0,7133.0,16033.0,8819.0,5794.0,29000.0,6084.0
2020-03-23,104427.0,49800.0,74900.0,214486.0,22634.0,9306.0,2375.0,21888.0,55650.0,3390.0,11666.0,27754.0,8911.0,24800.0,8014.0,4544.0,25196.0,1729.0,92400.0,,2948.0,5550.0,19481.0,4215.0,11030.0,7481.0,10787.0,5815.0,997.0,23878.0,9606.0,22953.0,2079.0,2188.0,5782.0,14900.0,7525.0,5500.0,28800.0,5596.0
2020-03-24,113877.0,51964.0,78000.0,233000.0,25789.0,9632.0,2545.0,25420.0,61206.0,3857.0,11416.0,31648.0,9769.0,25156.0,9119.0,4857.0,27472.0,1960.0,95800.0,,3300.0,6686.0,19500.0,4607.0,11553.0,7900.0,11325.0,6180.0,1019.0,24775.0,9190.0,24500.0,2200.0,2426.0,6686.0,14600.0,7893.0,6325.0,29600.0,5830.0
2020-03-25,115880.0,50810.0,76488.0,245298.0,26726.0,9675.0,2656.0,27374.0,75018.0,4010.0,11800.0,36210.0,10303.0,26291.0,10650.0,5100.0,28845.0,1980.0,100000.0,,3621.0,7852.0,20197.0,5155.0,12207.0,7600.0,12009.0,6841.0,1125.0,25383.0,9650.0,25163.0,2353.0,2322.0,7632.0,14722.0,8200.0,7638.0,29412.0,6040.0
2020-03-26,119925.0,55278.0,81096.0,257768.0,26346.0,9805.0,2708.0,28039.0,72836.0,4320.0,11940.0,38959.0,11114.0,27976.0,11396.0,5507.0,29888.0,2035.0,103379.0,,3935.0,8082.0,20290.0,5568.0,12950.0,8067.0,12299.0,8060.0,1244.0,27600.0,9550.0,26023.0,2487.0,2893.0,7850.0,14748.0,9030.0,7752.0,29200.0,6181.0
2020-03-27,117227.0,55446.0,75600.0,243837.0,25811.0,9555.0,2775.0,28521.0,72843.0,3864.0,11600.0,33374.0,9919.0,27942.0,9652.0,4794.0,28258.0,1900.0,85000.0,,4000.0,7576.0,20186.0,4804.0,12354.0,7199.0,12086.0,7449.0,1185.0,25900.0,9488.0,25063.0,2426.0,3192.0,7311.0,14110.0,7956.0,7050.0,29000.0,6153.0
2020-03-30,122575.0,58276.0,76200.0,250888.0,27000.0,9660.0,2675.0,29350.0,71884.0,3749.0,11413.0,33813.0,9599.0,29450.0,9988.0,4882.0,28375.0,2021.0,82818.0,,4060.0,7559.0,20500.0,4662.0,11793.0,6330.0,12068.0,7312.0,1097.0,27500.0,9000.0,25104.0,2500.0,3150.0,7175.0,13700.0,7320.0,6740.0,30006.0,5662.0
2020-03-31,123481.0,59866.0,79000.0,255371.0,27040.0,9679.0,2736.0,30427.0,75419.0,4027.0,11701.0,31911.0,10247.0,30333.0,9228.0,5109.0,28006.0,1993.0,88000.0,,4839.0,7574.0,21268.0,4944.0,12287.0,7500.0,12500.0,7796.0,1185.0,28455.0,9244.0,25770.0,2567.0,3693.0,7500.0,14620.0,8266.0,6941.0,29761.0,5729.0
2020-04-01,119969.0,64336.0,79000.0,249149.0,27175.0,9485.0,2688.0,29552.0,75364.0,3933.0,11710.0,29743.0,10272.0,28700.0,8779.0,5200.0,27589.0,2043.0,87533.0,,4352.0,7000.0,21020.0,5015.0,12364.0,7673.0,12533.0,7700.0,1119.0,29200.0,9516.0,26512.0,2434.0,3374.0,7467.0,14256.0,8500.0,6846.0,29748.0,5725.0
