Date,PRX,BTI,ANH,NPN,BHP,CFR,GLN,AGL,AMS,FSR,VOD,ANG,SBK,MNP,GFI,SLM,KIO,S32,CPI,SSW,MTN,IMP,BID,RMH,REM,ABG,SHP,DSY,OMU,RNI,APN,CLS,QLT,SOL,NRP,BVT,NED,NHM,ASR,MEI
2020-04-02,123277.0,67426.0,81500.0,255052.0,28700.0,9630.0,2947.0,29854.0,77502.0,3904.0,11654.0,33020.0,10149.0,29073.0,9724.0,5304.0,29865.0,2140.0,92006.0,,4900.0,7693.0,21815.0,5009.0,12599.0,7662.0,12287.0,7850.0,1076.0,30300.0,9740.0,26777.0,2511.0,4100.0,7769.0,14307.0,8562.0,7195.0,30300.0,5775.0
2020-04-03,122274.0,67850.0,81664.0,254043.0,28582.0,9626.0,2801.0,28479.0,75614.0,3735.0,11975.0,34736.0,10000.0,28429.0,10091.0,5306.0,30153.0,2054.0,91599.0,,4725.0,7800.0,21698.0,4799.0,12603.0,7348.0,12491.0,7889.0,1034.0,29804.0,9710.0,26445.0,2508.0,3970.0,7373.0,14100.0,8261.0,6924.0,30300.0,5794.0
2020-04-06,125421.0,67883.0,84400.0,261826.0,29590.0,9990.0,2937.0,29900.0,87756.0,3870.0,11972.0,35760.0,10550.0,29104.0,10640.0,5622.0,31905.0,2154.0,102300.0,,5170.0,8700.0,22742.0,5063.0,13097.0,8300.0,12767.0,8388.0,1080.0,29696.0,9700.0,26874.0,2558.0,4665.0,7841.0,14067.0,9158.0,7600.0,30800.0,5900.0
2020-04-07,126186.0,65900.0,84500.0,261595.0,29617.0,10325.0,3185.0,31801.0,90128.0,3968.0,12121.0,36235.0,11412.0,29407.0,10820.0,5686.0,34647.0,2115.0,108500.0,,5138.0,9998.0,24000.0,5116.0,13540.0,8997.0,12263.0,8600.0,1189.0,27352.0,10550.0,26408.0,2502.0,7160.0,8408.0,14942.0,10410.0,8197.0,31000.0,6113.0
2020-04-08,123800.0,65405.0,86442.0,259166.0,28867.0,10165.0,3061.0,31632.0,83361.0,3770.0,12119.0,35180.0,10618.0,30100.0,10468.0,5405.0,32824.0,2172.0,102470.0,,4745.0,9595.0,24317.0,4907.0,13150.0,8717.0,12280.0,8550.0,1161.0,27800.0,10603.0,26437.0,2535.0,6891.0,8291.0,15037.0,10125.0,7821.0,31004.0,6125.0
2020-04-09,123604.0,66090.0,85330.0,258860.0,29427.0,10083.0,3226.0,32817.0,87824.0,4061.0,12340.0,38039.0,11339.0,30105.0,11288.0,5506.0,34400.0,2299.0,107100.0,,5137.0,10370.0,24816.0,5277.0,13817.0,9373.0,12442.0,9085.0,1177.0,27686.0,10910.0,26572.0,2626.0,7449.0,8568.0,15500.0,11100.0,8191.0,31532.0,6313.0
2020-04-14,125860.0,67000.0,87693.0,264034.0,30391.0,10581.0,3334.0,33418.0,95753.0,4123.0,12355.0,44980.0,11228.0,31056.0,13491.0,5559.0,34095.0,2375.0,105775.0,,5184.0,12542.0,24940.0,5287.0,14267.0,9693.0,12723.0,9350.0,1241.0,28210.0,11531.0,27289.0,2730.0,6942.0,9500.0,16219.0,11351.0,9475.0,31800.0,6100.0
2020-04-15,127072.0,68011.0,85437.0,268491.0,29184.0,10409.0,3146.0,31746.0,93183.0,3724.0,11625.0,43031.0,10754.0,29956.0,12855.0,5231.0,31800.0,2301.0,96089.0,,4763.0,11618.0,23963.0,4887.0,13361.0,8771.0,12274.0,8915.0,1188.0,27360.0,11080.0,26287.0,2632.0,5952.0,9300.0,15049.0,10010.0,8610.0,31532.0,5900.0
2020-04-16,131620.0,68178.0,85434.0,279420.0,29358.0,10274.0,3043.0,31355.0,90000.0,3695.0,11460.0,42540.0,10062.0,29699.0,12598.0,5400.0,32822.0,2298.0,92550.0,,4923.0,10730.0,23229.0,4893.0,12962.0,8063.0,11805.0,8322.0,1179.0,27474.0,11288.0,26540.0,2607.0,5750.0,9219.0,14350.0,9300.0,8460.0,31625.0,6100.0
2020-04-17,133553.0,69292.0,85976.0,277554.0,30875.0,10698.0,3321.0,33093.0,90838.0,3767.0,12065.0,41231.0,10333.0,31331.0,12028.0,5478.0,34345.0,2436.0,90975.0,,5275.0,10800.0,23217.0,5000.0,13078.0,8330.0,11898.0,8430.0,1243.0,28781.0,11150.0,26930.0,2719.0,5760.0,9099.0,14379.0,9450.0,8635.0,31410.0,5852.0
2020-04-20,136628.0,69100.0,84300.0,281531.0,30542.0,10674.0,3318.0,32682.0,90838.0,3693.0,11779.0,42117.0,9971.0,30862.0,12258.0,5405.0,33500.0,2337.0,92188.0,,4343.0,11271.0,22846.0,4890.0,12783.0,8151.0,11638.0,8438.0,1186.0,28110.0,11118.0,26636.0,2709.0,5561.0,8949.0,14148.0,9175.0,8800.0,31639.0,5917.0
2020-04-21,134841.0,67646.0,80000.0,279128.0,28909.0,10466.0,3133.0,31150.0,82500.0,3680.0,11929.0,42420.0,9669.0,30680.0,12239.0,5382.0,31683.0,2209.0,90000.0,,4476.0,9738.0,22246.0,4896.0,12522.0,8013.0,10929.0,8219.0,1204.0,27203.0,10873.0,26500.0,2640.0,5502.0,8717.0,14085.0,9030.0,8325.0,31560.0,5960.0
2020-04-22,137728.0,67624.0,78871.0,285437.0,29325.0,10238.0,3230.0,31505.0,86499.0,3722.0,12028.0,46184.0,9257.0,30567.0,13360.0,5343.0,32465.0,2192.0,94303.0,,4325.0,10124.0,21788.0,4917.0,12425.0,8023.0,11002.0,8030.0,1216.0,26829.0,10887.0,26773.0,2641.0,5884.0,8350.0,13879.0,8759.0,8710.0,31552.0,5628.0
2020-04-23,139654.0,69177.0,82000.0,291192.0,30637.0,10454.0,3445.0,32889.0,91575.0,3842.0,12200.0,49168.0,9354.0,31550.0,15694.0,5390.0,35758.0,2257.0,92417.0,,4366.0,10871.0,22202.0,5048.0,12649.0,8108.0,11126.0,8118.0,1233.0,27877.0,10851.0,26045.0,2712.0,6640.0,8157.0,14061.0,9000.0,9232.0,31790.0,5637.0
2020-04-24,139356.0,69289.0,78906.0,290400.0,30321.0,10187.0,3450.0,32957.0,93520.0,3943.0,12422.0,51828.0,9312.0,31004.0,15784.0,5618.0,34685.0,2219.0,93300.0,,4275.0,11007.0,22916.0,5208.0,12892.0,7922.0,11100.0,8548.0,1213.0,28700.0,10989.0,22902.0,2770.0,6700.0,7891.0,14175.0,8798.0,9265.0,31555.0,5750.0
2020-04-28,139188.0,72334.0,85545.0,295000.0,30694.0,10557.0,3351.0,33339.0,89656.0,3987.0,12645.0,47010.0,9329.0,32617.0,14448.0,5741.0,34268.0,2219.0,88150.0,,4825.0,10136.0,22571.0,5296.0,13063.0,8450.0,10975.0,9105.0,1263.0,29454.0,11083.0,23064.0,2868.0,7725.0,7764.0,14658.0,9740.0,8875.0,31490.0,5834.0
2020-04-29,135508.0,71246.0,88978.0,292300.0,31743.0,10582.0,3523.0,34681.0,98200.0,4033.0,12587.0,46477.0,10108.0,32911.0,14159.0,5988.0,35409.0,2257.0,96699.0,,4720.0,11396.0,23939.0,5345.0,13749.0,8659.0,10957.0,9547.0,1335.0,29585.0,11082.0,24159.0,2905.0,8500.0,8000.0,15411.0,10234.0,9736.0,31668.0,5825.0
2020-04-30,137625.0,70803.0,83526.0,289886.0,31045.0,10418.0,3415.0,32910.0,97653.0,4047.0,12322.0,46470.0,10213.0,32986.0,14182.0,5928.0,35271.0,2366.0,90200.0,,4861.0,11220.0,24165.0,5300.0,13700.0,9130.0,10713.0,9700.0,1342.0,29661.0,11564.0,23071.0,2845.0,8726.0,7990.0,15055.0,10721.0,9245.0,31604.0,5774.0
